family,species,records outside the AF,records out.in transition,records in.out transition,records inside the AF,endemism level (validated taxonomy only),group of species (validated taxonomy only),endemism level (validated and probably validated taxonomy),group of species (validated and probably validated taxonomy),endemism accepted by the BF-2020
Fabaceae,Inga stipularis,110,0,0,2,1.075269,occasional,1.785714,occasional,Not in the AF
Fabaceae,Inga striata,61,12,14,321,85.448916,widespread,83.037975,widespread,Not endemic
Fabaceae,Inga subnuda,20,15,26,292,91.800643,near_endemic,91.729323,near_endemic,Endemic
Fabaceae,Inga suborbicularis,0,0,0,16,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Inga tenuis,0,0,0,104,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Inga tenuistipula,68,0,0,4,5.263158,occasional,5.555556,occasional,Not in the AF
Fabaceae,Inga thibaudiana,467,6,4,252,39.165985,widespread,35.082873,widespread,Not endemic
Fabaceae,Inga unica,0,0,0,15,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Inga vera,941,83,61,485,33.767872,widespread,34.41255,widespread,Not endemic
Fabaceae,Inga virescens,8,1,1,68,87.128713,widespread,88.961039,widespread,Endemic
Fabaceae,Inga vulpina,10,9,4,94,88.082902,widespread,86.877828,widespread,Not endemic
Fabaceae,Lachesiodendron viridiflorum,203,44,17,10,7.589286,occasional,7.597536,occasional,Not endemic
Fabaceae,Leptolobium bijugum,0,1,0,160,99.684543,near_endemic,99.688474,near_endemic,Endemic
Fabaceae,Leptolobium brachystachyum,59,5,9,3,11.627907,widespread,10.869565,widespread,Not in the AF
Fabaceae,Leptolobium dasycarpum,560,79,43,39,9.028375,occasional,9.166667,widespread,Not in the AF
Fabaceae,Leptolobium elegans,149,48,21,85,35.560859,widespread,35.56797,widespread,Not in the AF
Fabaceae,Leptolobium glaziovianum,6,1,0,1,13.333333,widespread,13.333333,widespread,Not in the AF
Fabaceae,Leptolobium nitens,371,0,0,2,0.664452,occasional,0.536193,occasional,Not in the AF
Fabaceae,Leptolobium tenuifolium,2,0,0,16,100,pure_endemic,88.888889,widespread,Endemic
Fabaceae,Leucochloron incuriale,13,31,19,108,80.451128,widespread,80.479452,widespread,Not endemic
Fabaceae,Leucochloron limae,2,4,0,2,33.333333,widespread,33.333333,widespread,Not endemic
Fabaceae,Leucochloron minarum,2,2,0,1,25,widespread,25,widespread,Not endemic
Fabaceae,Libidibia ferrea,1073,132,64,327,29.528986,widespread,23.965287,widespread,Not endemic
Fabaceae,Lonchocarpus cultratus,61,16,15,273,79.799666,widespread,80.257511,widespread,Not endemic
Fabaceae,Lonchocarpus latifolius,148,0,0,11,6.086957,occasional,6.918239,occasional,Not endemic
Fabaceae,Lonchocarpus nitidus,12,2,4,39,74.509804,widespread,75.925926,widespread,Endemic
Fabaceae,Lonchocarpus pluvialis,47,4,1,1,5.882353,occasional,2.970297,occasional,Not endemic
Fabaceae,Lonchocarpus sericeus,266,27,3,38,11.900533,widespread,12.382445,widespread,Not endemic
Fabaceae,Lonchocarpus violaceus,55,0,0,1,1.960784,occasional,1.785714,occasional,Endemic
Fabaceae,Luetzelburgia andrade-limae,7,29,4,3,18.867925,widespread,18.867925,widespread,Not in the AF
Fabaceae,Luetzelburgia auriculata,188,8,1,5,0.802139,occasional,2.78481,occasional,Not in the AF
Fabaceae,Luetzelburgia bahiensis,68,21,4,1,3.726708,occasional,3.680982,occasional,Not in the AF
Fabaceae,Luetzelburgia guaissara,4,3,0,37,84.057971,widespread,87.058824,widespread,Endemic
Fabaceae,Luetzelburgia trialata,0,0,0,9,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Machaerium acutifolium,400,62,24,52,11.395349,widespread,12.929293,widespread,Not endemic
Fabaceae,Machaerium amplum,96,11,13,12,16.666667,widespread,15.416667,widespread,Not endemic
Fabaceae,Machaerium androvillosum,0,0,0,5,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Machaerium brasiliense,88,42,14,292,73.427471,widespread,73.284314,widespread,Not endemic
Fabaceae,Machaerium cantarellianum,0,0,0,94,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Machaerium caratinganum,0,0,0,25,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Machaerium condensatum,0,3,2,55,97.391304,near_endemic,97.391304,near_endemic,Endemic
Fabaceae,Machaerium eriocarpum,36,0,1,2,6.493506,occasional,6.493506,occasional,Not in the AF
Fabaceae,Machaerium firmum,0,0,0,19,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Machaerium floridum,0,2,1,8,89.473684,near_endemic,89.473684,widespread,Not in the AF
Fabaceae,Machaerium fulvovenosum,6,1,0,33,83.116883,widespread,83.544304,widespread,Endemic
Fabaceae,Machaerium hatschbachii,0,0,0,29,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Machaerium hirtum,190,77,39,473,69.299553,widespread,68.307906,widespread,Not endemic
Fabaceae,Machaerium incorruptibile,1,0,0,68,100,pure_endemic,98.550725,near_endemic,Endemic
Fabaceae,Machaerium inundatum,169,0,0,2,0.628931,occasional,1.169591,occasional,Not in the AF
Fabaceae,Machaerium isadelphum,177,1,1,29,17.484663,widespread,14.251208,widespread,Not in the AF
Fabaceae,Machaerium legale,0,0,0,14,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Machaerium leucopterum,5,1,5,44,89.423077,near_endemic,89.423077,widespread,Not endemic
Fabaceae,Machaerium macaense,0,0,0,42,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Machaerium nigrum,0,0,0,46,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Machaerium nyctitans,16,13,8,402,95.851216,near_endemic,94.749125,near_endemic,Not endemic
Fabaceae,Machaerium obovatum,0,0,0,31,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Machaerium ovalifolium,3,1,2,36,98.630137,near_endemic,91.358025,near_endemic,Not endemic
Fabaceae,Machaerium paraguariense,38,13,5,108,67.857143,widespread,71.290323,widespread,Not endemic
Fabaceae,Machaerium pedicellatum,3,1,1,73,94.890511,near_endemic,95.454545,near_endemic,Not endemic
Fabaceae,Machaerium punctatum,24,13,13,41,65.068493,widespread,60.897436,widespread,Not endemic
Fabaceae,Machaerium robsonnianum,0,0,0,52,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Machaerium ruddianum,0,3,4,28,96.774194,near_endemic,95.238095,near_endemic,Endemic
Fabaceae,Machaerium salzmannii,22,1,5,41,66.40625,widespread,65.909091,widespread,Endemic
Fabaceae,Machaerium scleroxylon,56,8,5,39,37.912088,widespread,40.8867,widespread,Not endemic
Fabaceae,Machaerium sericiflorum,1,7,2,3,47.058824,widespread,47.058824,widespread,Not endemic
Fabaceae,Machaerium stipitatum,37,25,17,310,84.021544,widespread,86.548913,widespread,Not endemic
Fabaceae,Machaerium uncinatum,0,0,1,120,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Machaerium villosum,58,16,9,86,54.716981,widespread,57.827476,widespread,Not endemic
Fabaceae,Macrolobium latifolium,0,0,0,96,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Macrolobium rigidum,8,0,0,45,88.372093,near_endemic,84.90566,widespread,Endemic
Fabaceae,Martiodendron fluminense,0,0,0,6,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Martiodendron mediterraneum,77,4,1,8,9.202454,occasional,9.714286,widespread,Not endemic
Fabaceae,Melanoxylon brauna,4,8,9,85,92.178771,near_endemic,91.794872,near_endemic,Not endemic
Fabaceae,Mimosa acutistipula,246,26,7,6,3.68932,occasional,3.538175,occasional,Not endemic
Fabaceae,Mimosa adenotricha,28,3,3,2,10.606061,widespread,10.606061,widespread,Not in the AF
Fabaceae,Mimosa arenosa,215,45,31,42,20.833333,widespread,19.491525,widespread,Not in the AF
Fabaceae,Mimosa balduinii,0,0,0,24,100,pure_endemic,100,pure_endemic,Not in the AF
Fabaceae,Mimosa bimucronata,69,28,16,318,78.394161,widespread,79.706601,widespread,Not endemic
Fabaceae,Mimosa cubatanensis,2,0,0,4,66.666667,widespread,66.666667,widespread,Endemic
Fabaceae,Mimosa flocculosa,1,0,0,60,100,pure_endemic,98.360656,near_endemic,Not endemic
Fabaceae,Mimosa gemmulata,46,58,33,4,21.693122,widespread,21.465969,widespread,Not in the AF
Fabaceae,Mimosa hexandra,104,12,4,2,3.571429,occasional,3.508772,occasional,Not in the AF
Fabaceae,Mimosa incana,36,11,13,85,69.84127,widespread,68.796992,widespread,Endemic
Fabaceae,Mimosa invisa,67,22,13,35,34.92823,widespread,34.728033,widespread,Not endemic
Fabaceae,Mimosa irrigua,27,31,15,1,17,widespread,16.666667,widespread,Not in the AF
Fabaceae,Mimosa laticifera,64,2,3,11,13.043478,widespread,16.129032,widespread,Not in the AF
Fabaceae,Mimosa lewisii,47,20,10,35,41.237113,widespread,41.237113,widespread,Not endemic
Fabaceae,Mimosa medioxima,0,0,0,9,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Mimosa micropteris,11,38,22,38,59.52381,widespread,62.025316,widespread,Not in the AF
Fabaceae,Mimosa myuros,0,0,0,11,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Mimosa ophthalmocentra,225,19,10,2,3.131991,occasional,2.898551,occasional,Not in the AF
Fabaceae,Mimosa paraibana,130,17,11,1,5.03876,occasional,4.482759,occasional,Not endemic
Fabaceae,Mimosa pigra,396,36,16,129,24.972973,widespread,24.863884,widespread,Not endemic
Fabaceae,Mimosa pilulifera,14,4,7,139,88.679245,near_endemic,89.905363,widespread,Not endemic
Fabaceae,Mimosa pithecolobioides,44,15,10,10,24,widespread,22.556391,widespread,Not endemic
Fabaceae,Mimosa polycarpa,201,19,4,34,14.492754,widespread,14.604462,widespread,Not in the AF
Fabaceae,Mimosa pteridifolia,135,9,2,4,3.558719,occasional,3.460208,occasional,Not in the AF
Fabaceae,Mimosa regnellii,1,2,1,38,97.014925,near_endemic,95.061728,near_endemic,Not endemic
Fabaceae,Mimosa scabrella,6,9,3,312,96.015936,near_endemic,96.759259,near_endemic,Endemic
Fabaceae,Mimosa schomburgkii,60,1,0,66,53.112033,widespread,52.173913,widespread,Not in the AF
Fabaceae,Mimosa setosa,90,6,9,15,17.370892,widespread,17.333333,widespread,Not endemic
Fabaceae,Mimosa sobralii,0,0,0,13,100,pure_endemic,100,pure_endemic,NA
Fabaceae,Mimosa somnians,435,26,8,72,14.516129,widespread,14.503817,widespread,Not in the AF
Fabaceae,Mimosa taimbensis,0,0,0,43,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Mimosa tenuiflora,388,41,30,31,11.406844,widespread,10.121012,widespread,Not in the AF
Fabaceae,Mimosa uraguensis,8,0,0,9,52.941176,widespread,52.941176,widespread,Endemic
Fabaceae,Mimosa xanthocentra,533,40,11,74,12.753859,widespread,12.56917,widespread,Not endemic
Fabaceae,Moldenhawera blanchetiana,1,0,0,60,98.245614,near_endemic,98.360656,near_endemic,Endemic
Fabaceae,Moldenhawera emarginata,22,0,2,2,12.5,widespread,12,widespread,Not in the AF
Fabaceae,Moldenhawera floribunda,0,0,0,36,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Moldenhawera intermedia,0,0,0,1,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Moldenhawera longipedicellata,0,0,0,11,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Moldenhawera luschnathiana,0,0,0,15,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Moldenhawera nutans,0,0,0,18,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Moldenhawera papillanthera,0,0,0,41,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Moldenhawera polysperma,0,0,0,41,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Muellera campestris,24,26,13,275,86.707566,widespread,88.383046,widespread,Not endemic
Fabaceae,Muellera fernandesii,0,0,0,3,100,pure_endemic,100,pure_endemic,NA
Fabaceae,Muellera filipes,1,0,0,24,95.833333,near_endemic,96,near_endemic,Endemic
Fabaceae,Muellera graciliflora,0,0,0,4,100,pure_endemic,100,pure_endemic,NA
Fabaceae,Muellera grazielae,0,0,0,6,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Muellera longiunguiculata,0,0,0,4,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Muellera montana,34,3,3,1,7.142857,occasional,6.578947,occasional,Not in the AF
Fabaceae,Muellera obtusa,39,17,12,27,32.824427,widespread,40.993789,widespread,Not in the AF
Fabaceae,Muellera torrensis,0,0,0,7,100,pure_endemic,100,pure_endemic,NA
Fabaceae,Muellera virgilioides,2,0,0,66,97.014925,near_endemic,97.058824,near_endemic,NA
Fabaceae,Myrocarpus fastigiatus,4,1,4,36,93.670886,near_endemic,89.411765,widespread,Not endemic
Fabaceae,Myrocarpus frondosus,22,3,1,160,91.505792,near_endemic,87.228261,widespread,Endemic
Fabaceae,Myrocarpus leprosus,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Myroxylon balsamum,138,0,0,10,6.481481,occasional,6.756757,occasional,Not in the AF
Fabaceae,Myroxylon peruiferum,40,11,2,75,63.819095,widespread,62.55144,widespread,Not endemic
Fabaceae,Ormosia altimontana,0,0,0,22,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Ormosia arborea,24,11,1,141,83.02583,widespread,82.748538,widespread,Not endemic
Fabaceae,Ormosia bahiensis,6,6,1,9,48.571429,widespread,51.351351,widespread,Not endemic
Fabaceae,Ormosia coarctata,41,0,0,2,5.714286,occasional,4.651163,occasional,Not in the AF
Fabaceae,Ormosia coccinea,104,0,0,1,1.219512,occasional,0.952381,occasional,Not in the AF
Fabaceae,Ormosia fastigiata,38,3,1,38,49.358974,widespread,49.358974,widespread,Not endemic
Fabaceae,Ormosia friburgensis,0,0,0,31,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Ormosia lewisii,0,0,0,11,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Ormosia limae,0,0,0,8,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Ormosia minor,1,0,0,16,94.117647,near_endemic,94.117647,near_endemic,Endemic
Fabaceae,Ormosia monosperma,3,0,0,2,25,widespread,40,widespread,NA
Fabaceae,Ormosia nitida,0,0,0,16,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Ormosia timboensis,0,0,0,7,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Ormosia vicosana,0,0,0,18,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Parapiptadenia blanchetii,7,5,11,12,70,widespread,64.814815,widespread,Not endemic
Fabaceae,Parapiptadenia ilheusana,0,0,0,1,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Parapiptadenia pterosperma,0,0,2,140,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Parapiptadenia rigida,102,26,19,296,66.826156,widespread,72.651605,widespread,Endemic
Fabaceae,Parapiptadenia zehntneri,147,13,2,4,4.048583,occasional,3.154574,occasional,Not in the AF
Fabaceae,Parasenegalia santosii,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Parkia bahiae,0,0,0,15,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Parkia gigantocarpa,37,0,0,1,3.225806,occasional,2.631579,occasional,Not in the AF
Fabaceae,Parkia panurensis,72,0,0,1,1.639344,occasional,1.369863,occasional,Not in the AF
Fabaceae,Parkia pendula,150,1,0,36,18.060201,widespread,19.302949,widespread,Not endemic
Fabaceae,Parkia platycephala,99,6,5,2,3.409091,occasional,4.225352,occasional,Not in the AF
Fabaceae,Paubrasilia echinata,80,83,16,509,92.664093,near_endemic,80.971026,widespread,Endemic
Fabaceae,Peltogyne angustiflora,0,0,0,30,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Peltogyne chrysopis,0,0,0,8,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Peltogyne confertiflora,125,12,8,14,11.851852,widespread,12.080537,widespread,Not endemic
Fabaceae,Peltogyne discolor,0,0,0,29,100,pure_endemic,100,pure_endemic,Not endemic
Fabaceae,Peltogyne mattosiana,0,0,0,7,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Peltogyne pauciflora,63,14,0,14,15.277778,widespread,16.666667,widespread,Not in the AF
Fabaceae,Peltogyne recifensis,0,0,0,12,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Peltophorum dubium,277,130,76,561,56.048387,widespread,63.655685,widespread,Not in the AF
Fabaceae,Piptadenia gonoacantha,215,63,22,672,73.770492,widespread,73.480366,widespread,Not endemic
Fabaceae,Piptadenia loefgreniana,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Piptadenia macradenia,17,3,1,1,8.571429,occasional,7.5,occasional,Not in the AF
Fabaceae,Piptadenia micracantha,1,0,0,46,97.87234,near_endemic,97.87234,near_endemic,Endemic
Fabaceae,Piptadenia paniculata,2,1,4,177,99.03537,near_endemic,98.62259,near_endemic,Not endemic
Fabaceae,Piptadenia stipulacea,515,42,19,34,7.554297,occasional,7.506471,occasional,Not in the AF
Fabaceae,Piptadenia trisperma,0,0,0,45,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Pithecellobium diversifolium,79,6,1,2,2.307692,occasional,2.95858,occasional,Not in the AF
Fabaceae,Pityrocarpa moniliformis,432,119,37,55,12.959559,widespread,13.00885,widespread,Not endemic
Fabaceae,Pityrocarpa obliqua,90,4,4,7,9.090909,occasional,8.910891,widespread,Not in the AF
Fabaceae,Plathymenia reticulata,356,49,40,92,22.641509,widespread,22.741117,widespread,Not endemic
Fabaceae,Platycyamus regnellii,16,4,6,82,81.528662,widespread,82.524272,widespread,Not endemic
Fabaceae,Platymiscium floribundum,123,31,21,254,65.303244,widespread,65.632754,widespread,Not endemic
Fabaceae,Platymiscium pubescens,42,7,0,25,43.298969,widespread,35.460993,widespread,Not in the AF
Fabaceae,Platymiscium speciosum,0,0,0,11,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Platypodium elegans,900,181,67,483,31.094258,widespread,34.273391,widespread,Not endemic
Fabaceae,Poecilanthe falcata,13,0,1,58,82.978723,widespread,81.818182,widespread,Endemic
Fabaceae,Poecilanthe fluminensis,0,0,0,6,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Poecilanthe grandiflora,22,0,1,5,18.518519,widespread,20,widespread,Not endemic
Fabaceae,Poecilanthe itapuana,0,0,0,21,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Poecilanthe parviflora,5,8,4,51,81.012658,widespread,85.483871,widespread,Endemic
Fabaceae,Poecilanthe subcordata,3,2,4,1,42.857143,widespread,42.857143,widespread,Not in the AF
Fabaceae,Poecilanthe ulei,48,15,10,36,41.397849,widespread,42.487047,widespread,Not endemic
Fabaceae,Poeppigia procera,179,24,8,25,12.594458,widespread,13.181818,widespread,Not endemic
Fabaceae,Pseudopiptadenia bahiana,1,2,12,27,93.75,near_endemic,94.285714,near_endemic,Not endemic
Fabaceae,Pseudopiptadenia brenanii,23,42,19,5,25.217391,widespread,24.786325,widespread,Not in the AF
Fabaceae,Pseudopiptadenia contorta,16,19,22,272,91.355932,near_endemic,91.734198,near_endemic,Not endemic
Fabaceae,Pseudopiptadenia inaequalis,0,0,0,44,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Pseudopiptadenia leptostachya,3,1,0,90,96.132597,near_endemic,96.256684,near_endemic,Endemic
Fabaceae,Pseudopiptadenia schumanniana,0,0,0,32,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Pseudopiptadenia warmingii,0,1,0,61,99.009901,near_endemic,99.186992,near_endemic,Endemic
Fabaceae,Pterocarpus rohrii,240,29,20,268,55.461165,widespread,52.206573,widespread,Not endemic
Fabaceae,Pterocarpus ternatus,3,9,1,1,16.666667,widespread,16.666667,widespread,Not in the AF
Fabaceae,Pterocarpus villosus,48,9,3,3,8.035714,occasional,7.894737,occasional,Not in the AF
Fabaceae,Pterocarpus zehntneri,10,0,2,1,13.043478,widespread,16.666667,widespread,Not in the AF
Fabaceae,Pterodon abruptus,65,11,10,2,9.395973,occasional,9.032258,widespread,Not in the AF
Fabaceae,Pterodon emarginatus,295,19,9,16,5.802708,occasional,6.307692,occasional,Not in the AF
Fabaceae,Pterodon pubescens,84,9,2,10,3.252033,occasional,11.055276,widespread,Not in the AF
Fabaceae,Pterogyne nitens,129,22,25,82,39.563863,widespread,40.298507,widespread,Not endemic
Fabaceae,Riedeliella graciliflora,60,5,6,8,13.492063,widespread,14.965986,widespread,Not in the AF
Fabaceae,Riedeliella magalhaesii,1,0,0,5,83.333333,widespread,83.333333,widespread,Not in the AF
Fabaceae,Riedeliella sessiliflora,0,0,0,1,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Samanea inopinata,7,9,10,23,69.736842,widespread,70.886076,widespread,Not in the AF
Fabaceae,Samanea tubulosa,167,5,3,15,9.235669,occasional,8.870968,widespread,Not in the AF
Fabaceae,Schizolobium parahyba,344,23,8,209,44,widespread,37.467018,widespread,Not endemic
Fabaceae,Schnella angulosa,3,2,0,73,94.520548,near_endemic,94.805195,near_endemic,Endemic
Fabaceae,Senegalia bahiensis,260,66,39,36,16.110305,widespread,15.925395,widespread,Not endemic
Fabaceae,Senegalia bonariensis,77,4,1,11,12.352941,widespread,12.707182,widespread,Endemic
Fabaceae,Senegalia fiebrigii,20,3,5,14,43.421053,widespread,43.421053,widespread,NA
Fabaceae,Senegalia giganticarpa,2,1,4,28,91.803279,near_endemic,92.307692,near_endemic,Endemic
Fabaceae,Senegalia globosa,73,48,31,7,19.313305,widespread,18.828452,widespread,Not in the AF
Fabaceae,Senegalia grandisiliqua,0,0,1,8,100,pure_endemic,100,pure_endemic,Endemic
Fabaceae,Senegalia harleyi,12,10,9,5,35.849057,widespread,35.849057,widespread,Endemic
Fabaceae,Senegalia hatschbachii,1,0,0,7,87.5,widespread,87.5,widespread,Not in the AF
Fabaceae,Senegalia irwinii,0,1,0,14,96.551724,near_endemic,96.551724,near_endemic,Not endemic
Fabaceae,Senegalia kallunkiae,1,0,4,10,92.307692,near_endemic,92.307692,near_endemic,Not endemic
Fabaceae,Senegalia langsdorffii,160,76,31,11,11.856823,widespread,11.804009,widespread,Not endemic
Fabaceae,Senegalia lasiophylla,30,17,12,6,23.762376,widespread,23.762376,widespread,Endemic
Fabaceae,Senegalia lewisii,5,2,0,6,50,widespread,50,widespread,Not in the AF
