order,locality1,UC
25431,"Parque Estadual dos Tres Picos (PETP), Trilha para a Cabeca do Dragao.",PI
25432,"Parque Estadual dos Tres Picos (PETP), Trilha para a Cabeca do Dragao. Ecossistema: Floresta Alto Montana. Altitude 1696 m. S 22 19## 59#### W 42 43## 08####",PI
25433,"Parque Estadual dos Tres Picos (PETP), Trilha para a Cabeca do Dragao. Ecossistema: Floresta Alto Montana. Altitude 1696 m. S 22 20## 00#### W 42 43## 10####",PI
25434,"Parque Estadual dos Tres Picos (PETP), Trilha para a Cabeca do Dragao. Ecossistema: Floresta Alto Montana. Altitude 1712 m. S 22 19## 55#### W 42 43## 10####",PI
25435,"Parque Estadual dos Tres Picos (PETP), Trilha para a Caixa de Fosforo. Vale dos Deuses. Ecossistema: Floresta Alto Montana. Altitude 1700 m. S 22 19## 44#### W 42 43## 25####",PI
25436,"Parque Estadual dos Tres Picos (PETP), trilha para dos Tres Picos.",PI
25437,"Parque Estadual dos Tres Picos (PETP), Trilha para os Tres Picos.",PI
25438,"Parque Estadual dos Tres Picos (PETP), Trilha para os Tres Picos. Ecossistema: Floresta Alto Montana. Altitude 1739 m. S 22 20## 22#### W 42 43## 06####",PI
25439,"Parque Estadual dos Tres Picos, Cascatinha, Estrada da Torre, acesso para o Pico da Caledonia",PI
25440,"Parque Estadual dos Tres Picos, Cascatinha, Estrada da Torre, acesso para o Pico da Caledonia.",PI
25441,"Parque Estadual dos Tres Picos, Conglomerado 32-1-1-1",PI
25442,"Parque Estadual dos Tres Picos, Conglomerado 32-1-10-28",PI
25443,"Parque Estadual dos Tres Picos, Conglomerado 32-1-2-5",PI
25444,"Parque Estadual dos Tres Picos, Morro Branca de Neve",PI
25445,"Parque Estadual dos Tres Picos, Nucleo Paraiso. Trecho do rio entre a represa e o Centro de Primatologia",PI
25446,"Parque Estadual dos Tres Picos, Nucleo Paraiso. Trecho do rio entre a represa e o Centro de Primatologia. Na beira da estrada para a represa",PI
25447,"Parque Estadual dos Tres Picos, Pico da Caledonia, arredores do cume, perto das torres de transmissao",PI
25448,"Parque Estadual dos Tres Picos, Protecao Integral, Cume Pico Menor",PI
25449,"Parque Estadual dos Tres Picos, Republica dos Tres Picos, trilha para a Cabeca-do-Dragao, na lage antes de chegar ao cume",PI
25450,"Parque Estadual dos Tres Picos, Republica dos tres Picos, trilha para o Menor e Medio. 1654m",PI
25451,"Parque Estadual dos Tres Picos, Republica dos Tres Picos, trilha para o Menor e Medio. 2000m",PI
25452,"Parque Estadual dos Tres Picos, Republica dos Tres Picos, Vale do Jaborandi. 1500m",PI
25453,"Parque Estadual dos Tres Picos, trilha para a Cabeca-do-Dragao. 1584m",PI
25454,Parque Estadual dos Tres Picos. Conglomerado 32-1-10-28.UTM do Ponto central: E (731764m) N (7530023m). Fuso do GPS (23K),PI
25455,Parque Estadual dos Tres Picos. Conglomerado 32-2-1-4-R. UTM do Ponto Central: E (731764m) N (7530023m) Fuso do GPS (23K),PI
25456,Parque Estadual dos Tres Picos. Conglomerado 32-3-4-12. UTM do Ponto Central: E (731764m) N (7530023m). Fuso do GPS (23K),PI
25457,Parque Estadual dos Tres Picos. Conglomerado 32-Extra 1. UTM do Ponto Central: E (731764m) N (7530023m). Fuso do GPS (23K),PI
25458,Parque Estadual dos Tres Picos. Cume da Branca de Neve. Protecao Integral,PI
25459,Parque Estadual dos Tres Picos. Cume Pico Medio. Protecao Integral,PI
25460,Parque Estadual dos Tres Picos. Cume Pico Menor. Protecao Integral,PI
25461,Parque Estadual dos tres Picos. Morro Branca de Neve,PI
25462,Parque Estadual dos Tres Picos. Morro Branca de Neve,PI
25463,Parque Estadual dos Tres Picos. Morro Branca de Neve. Cume,PI
25464,Parque Estadual dos Tres Picos. Morro Branca de Neve. Trilha ainda em formacao florestal,PI
25465,"Parque Estadual dos Tres Picos. Morro Cabeca do Dragao, campos de altitude antes do cume. Protecao Integral",PI
25466,"Parque Estadual dos Tres Picos. Morro do Pico Menor, campos de altitude durante a trilha. Protecao Integral",PI
25467,Parque Estadual dos Tres Picos. Pedra da Branca de Neve,PI
25468,"Parque Estadual dos Tres Picos. Pico Menor, Grande afloramento rochoso a esquerda da trilha. Protecao Integral",PI
25469,Parque Estadual dos Tres Picos. Sitio Republica dos Tres Picos (Paulo & Rose) na Trilha para os tres Picos Maior e Medio,PI
25470,"Parque Estadual dos Tres Picos. Sitio Republica dos Tres Picos (Paulo & Rose), na trilha para a Cabeca do Dragao",PI
25471,"Parque Estadual dos Tres Picos. Sitio Republica dos Tres Picos (Paulo & Rose), na trilha para os Tres Picos Maior e Medio",PI
25472,Parque Estadual dos Tres Picos. Sitio Republica dos Tres Picos (Paulo&Rose). Na trilha para os tres Picos maior e medio,PI
25473,Parque Estadual dos Tres Picos. Trilha para o cume da Branca de Neve ja na area de campos de altitude. Protecao Integral,PI
25474,Parque Estadual dos Tres Picos/ Reserva Ecologica de Guapiacu. Trilha verde,PI
25475,Parque Estadual dos Tres Picos/Reserva Ecologica de Guapiacu. Guapiacu. REGUA-Trilha verde-claro,PI
25476,Parque Estadual dos Tres Picos/Reserva Ecologica de Guapiacu. Trilha Verde,PI
25477,Parque Estadual dos Tres Picos; em floresta ombrofila alto montana. No caminho para a Cabeca do Dragao. Parque Estadual dos Tres Picos,PI
25478,Parque Estadual Duas Bocas,PI
25479,Parque Estadual Dunas de Natal,PI
25480,"Parque Estadual Dunas de Natal, area do exercito, acesso pela Av. Eng. Roberto Freire",PI
25481,"Parque Estadual Dunas de Natal, Estrada entre o """"""""""""""""Parque das Dunas"""""""""""""""" e a U",PI
25482,"Parque Estadual Dunas de Natal, Interior da mata.",PI
25483,"Parque Estadual Dunas de Natal, Margem da Av. Roberto Freire; Mata Atlantica.",PI
25484,Parque Estadual Dunas de Natal. Area do Campus da UFRN,PI
25485,Parque Estadual Dunas de Natal. Area do Exercito. Acesso pela Av. Eng. Roberto Freire,PI
25486,Parque Estadual Dunas de Natal. Area do Exercito. Acesso pela AV. Eng. Roberto Freire,PI
25487,Parque Estadual Dunas de Natal. Area do Exercito. Acesso pelo Batalhao. Trilha interna,PI
25488,Parque Estadual Dunas de Natal. Bosque dos Namorados,PI
25489,Parque Estadual Dunas de Natal. Bosque dos Namorados. Ao lado do lago,PI
25490,"Parque Estadual Dunas de Natal. Bosque dos Namorados. Area do Exercito, acesso pela Av. Eng. Roberto Freire",PI
25491,Parque Estadual Dunas de Natal. Bosque dos Namorados. Atras da administracao,PI
25492,Parque Estadual Dunas de Natal. Bosque dos Namorados. Atras do centro de pesquisas,PI
25493,Parque Estadual Dunas de Natal. Bosque dos Namorados. Proximo a administracao,PI
25494,Parque Estadual Dunas de Natal. Bosque dos Namorados. Proximo a CAERN,PI
25495,Parque Estadual Dunas de Natal. Bosque dos Namorados. Setor de informacoes,PI
25496,Parque Estadual Dunas de Natal. Bosque dos Namorados. Setor de Informacoes,PI
25497,Parque Estadual Dunas de Natal. Bosque dos Namorados. Setor Informacoes,PI
25498,Parque Estadual Dunas de Natal. Bosque dos Namorados. Trilha da Peroba,PI
25499,Parque Estadual Dunas de Natal. Do lado da CIPAM,PI
25500,Parque Estadual Dunas de Natal. Trevo de Ponta Negra,PI
25501,Parque Estadual Dunas de Natal. Trilha da Peroba,PI
25502,Parque Estadual Dunas de Natal. Trilha da Ubaia-Doce,PI
25503,"Parque Estadual Dunas de Natal., Dunas costeiras. Trevo Ponta Negra.",PI
25504,"Parque Estadual Dunas de Natal., Interior da mata.",PI
25505,"Parque Estadual Dunas de Natal., Trilha da Peroba. Mata.",PI
25506,"Parque Estadual Dunas de Natal., Trilha Peroba. Mata. Solo arenoso.",PI
25507,"Parque Estadual Dunas de Natal., Trilha Ubaia-doce. Vegetacao mata. Solo arenoso.",PI
25508,Parque Estadual Dunas de Natal; Bosque dos Namorados; atras da CAERN,PI
25509,Parque Estadual Dunas de Natal; Bosque dos Namorados; trilha da Peroba,PI
25510,Parque Estadual Dunas do Natal,PI
25511,Parque Estadual Dunas do Natal-Parque das Dunas,PI
25512,Parque Estadual Dunas do Natal Jornalista Luiz Maria Alves. Atras do Colegio Auxiliadora,PI
25513,Parque Estadual Dunas do Natal Jornalista Luiz Maria Alves. Bosque dos Namorados,PI
25514,Parque Estadual Dunas do Natal Jornalista Luiz Maria Alves. Bosque dos Namorados. Pequenique,PI
25515,Parque Estadual Dunas do Natal Jornalista Luiz Maria Alves. Bosque dos Namorados. Proximo a entrada da Perobinha x Viveiro,PI
25516,Parque Estadual Dunas do Natal Jornalista Luiz Maria Alves. Bosque dos Namorados. Trilha da Peroba,PI
25517,Parque Estadual Dunas do Natal Jornalista Luiz Maria Alves; Boque dos Namorados,PI
25518,"Parque Estadual Dunas do Natal, acesso pela trilha da Geologia",PI
25519,"Parque Estadual Dunas do Natal, area de treinamento militar de Capim Macio",PI
25520,"Parque Estadual Dunas do Natal, Area de Treinamento Militar de Capim Macio",PI
25521,"Parque Estadual Dunas do Natal, Area de Treinamento Militar de Capim Macio. Cerrado, solo avermelhado",PI
25522,"Parque Estadual Dunas do Natal, Bosque dos Namorados, atras do Centro de Pesquisa",PI
25523,"Parque Estadual Dunas do Natal, Capim Macio, Campo de Treinamento do Exercito",PI
25524,"Parque Estadual Dunas do Natal, Capim Macio, Campo de Treinamento do Exercito.",PI
25525,"Parque Estadual Dunas do Natal, entrada da trilha da Geologia.",PI
25526,"Parque Estadual Dunas do Natal, Trilha da Geologia.",PI
25527,Parque Estadual Dunas do Natal. Orla maritima,PI
25528,Parque Estadual ed Vila Rica do Espirito Santo,PI
25529,Parque Estadual Espigao Alto,PI
25530,Parque Estadual Estadual do Morumbi,PI
25531,Parque Estadual Fazenda Neblina,PI
25532,Parque Estadual Florestal de Ibitipoca,PI
25533,Parque Estadual Florestal do Rio Doce-Beira da Lagoa Dom Helvetio,PI
25534,Parque Estadual Florestal do Rio Doce-Beira da Lagoa perto do Alojamento,PI
25535,Parque Estadual Florestal do Rio Doce-Beira da Lagoa perto do Restaurante,PI
25536,Parque Estadual Florestal do Rio Doce-Beira da Lagoa Perto do Restaurante,PI
25537,Parque Estadual Florestal do Rio Doce-Perto do Alojamento,PI
25538,Parque Estadual Florestal do Rio Doce-Trilha da Campolina,PI
25539,Parque Estadual Florestal do Turvo,PI
25540,"Parque Estadual Florestal do Turvo, Estrada para o Salto do Yucuma",PI
25541,"Parque Estadual Florestal do Turvo, Porto Garcia",PI
25542,Parque Estadual Fontes do Ipiranga,PI
25543,"Parque Estadual Fontes do Ipiranga, Proximo a entrada para a trilha suspensa",PI
25544,Parque Estadual Forno Grande,PI
25545,"Parque Estadual Forno Grande, Caminho para o Forninho. Floresta Ombrofila Densa Montana e afloramentos rochosos",PI
25546,"Parque Estadual Forno Grande, Floresta Ombrofila Densa Montana",PI
25547,"Parque Estadual Forno Grande, Floresta Ombrofila Densa Montana, na vertente conhecida como Balanca",PI
25548,"Parque Estadual Forno Grande, Floresta Ombrofila Densa Montana. Floresta Paludosa",PI
25549,Parque Estadual Furnas,PI
25550,Parque Estadual Furnas do Bom Jesus,PI
25551,"Parque Estadual Furnas do Bom Jesus, Campo sujo proximo a sede, abaixo a estrada de terra, solo pedregoso",PI
25552,"Parque Estadual Furnas do Bom Jesus, Campo sujo proximo a sede, abaixo da estrada de terra, solo areno-pedregoso",PI
25553,"Parque Estadual Furnas do Bom Jesus, Cerrado em encosta proxima ao encontro dos corregos Pedregulho e Bom Jesus, solo areno-pedregoso com afloramentos rochosos",PI
25554,"Parque Estadual Furnas do Bom Jesus, Cerrado em encosta proxima ao encontro dos corregos Pedregulho e Bom Jesus, solo arenoso-pedregoso com afloramentos rochosos",PI
25555,"Parque Estadual Furnas do Bom Jesus, Encosta proxima ao encontro dos corregos Pedregulho e Bom Jesus",PI
25556,"Parque Estadual Furnas do Bom Jesus, Estrada proxima a sede do parque, em direcao a trilha da cachoeira do chale",PI
25557,"Parque Estadual Furnas do Bom Jesus, Nucleo Chapadao",PI
25558,"Parque Estadual Furnas do Bom Jesus, Nucleo Chapadao, Beira da estrada, descendo em direcao a antiga fazenda abandonada",PI
25559,"Parque Estadual Furnas do Bom Jesus, Vertente das furnas com vegetacao de mata",PI
25560,Parque Estadual Furnas do Catete,PI
25561,PARQUE ESTADUAL FURNAS DO CATETE,PI
25562,Parque Estadual Furnas do Catete Folha Cartografica SF.23-Z-B,PI
25563,Parque Estadual G.M.; trilha da Serra do Barao,PI
25564,"Parque Estadual Grande Sertao Veredas, 14km da sede da FUNATURA",PI
25565,"Parque Estadual Grande Sertao Veredas, 16,1km da sede da FUNATURA",PI
25566,"Parque Estadual Grande Sertao Veredas, 21,4km da sede da FUNATURA",PI
25567,Parque Estadual Gruta da lagoa Azul,PI
25568,Parque Estadual Gruta da Lagoa Azul,PI
25569,"Parque Estadual Guaja-Mirim, Trilha do Rio Formoso.",PI
25570,Parque estadual Guaja-Mirim; Trilha do rio formoso; Floresta secundaria,PI
25571,"Parque Estadual Guajara-Mirim. Trilha para a cacho, Floresta Ombrofila com emergentes de 30-35 m, subbosque fechado com dominancia de Rinorea sp.",PI
25572,"Parque Estadual Guajara-Mirim; Trilha da Cachoeira de 1,7 km; Mata de Terra firme; Floresta Ombrofila Aberta; solo argilo-arenoso; amostra em silica.",PI
25573,"Parque Estadual Guarita, alrededores del camino bordeando el Cerro Torre do Meio",PI
25574,Parque Estadual Guartela,PI
25575,"Parque Estadual Guartela, Rio Iapo",PI
25576,Parque Estadual Ibitipoca,PI
25577,"Parque Estadual Ibitipoca-ca. 1500m, ca. 1500m",PI
25578,"Parque Estadual Ibitipoca, Borda da matinha, na trilha entre o Centro de visitantes e o alojamento",PI
25579,Parque Estadual Ilha Anchieta,PI
25580,Parque Estadual Ilha de Anchieta,PI
25581,Parque Estadual Ilha de Anchieta oposto a Caraguatatuba,PI
25582,"Parque Estadual Ilha de Anchieta, Oposto a Caraguatatuba",PI
25583,Parque Estadual Ilha do Cardoso,PI
25584,Parque Estadual Ilha do Cardoso (SP),PI
25585,"Parque Estadual Ilha do Cardoso, Nucleo Pereque. Trilha para o Morro das Almas",PI
25586,"Parque Estadual Ilha do Cardoso, parcelas permantes",PI
25587,"Parque Estadual Ilha do Cardoso, proximo a praia de Itacurunga",PI
25588,Parque Estadual Ilha do Cardoso. Floresta Atlantica de Encosta,PI
25589,Parque Estadual Ilha do Cardoso. Floresta de Restinga. Area do Projeto Parcelas Permanentes,PI
25590,Parque Estadual Ilha do Cardoso. Mangue,PI
25591,Parque Estadual Ilha do Cardoso. Restinga,PI
25592,Parque Estadual Instituto Florestal,PI
25593,"Parque Estadual Instituto Florestal, entrada casa do Diretor geral",PI
25594,Parque Estadual Intervalea. Trilha do Carmo,PI
25595,Parque Estadual Intervales,PI
25596,"Parque Estadual Intervales-(manha) trilha da cacadinha, com inicio na estrada do carmo, altitude = 780m-vegetacao sec/undaria de Floresta Ombrofila Densa montana com intensa exploracao de palmito e madeira-(tarde) trilha do cipo em direcao a gruta d",PI
25597,"Parque Estadual Intervales-Base Saibadela-Sete Barras, SP",PI
25598,"Parque Estadual Intervales-Base Saibadela, Trilha Azul",PI
25599,"Parque Estadual Intervales-Base Saibadela, trilha do Quilombo",PI
25600,Parque Estadual Intervales-trilha auto-guiada (pousada Onca Pintada)Floresta Ombrofila Densa alto montana vegetacao secundaria,PI
25601,"Parque Estadual Intervales-trilha auto-guiada, altitude = 810 metros (pousada Onca Pintada) Floresta Ombrofila Densa alto montana vegetacao secundaria",PI
25602,"Parque Estadual Intervales-trilha cacadinha-altitude=780metros, Floresta Ombrofila Densa alto-montana, vegetacao secundaria",PI
25603,"Parque Estadual Intervales-trilha cacadinha, Floresta Ombrofila Densa alto-montana, vegetacao secundaria",PI
25604,"Parque Estadual Intervales-Trilha do Rio do Carmo acima, com saida no nucleo do Carmo em direcao aos Tres Corregos. Altitude de 530m. Floresta Ombrofila Densa Montana. Vegetacao muito degradada por extrativismo seletivo de madeira e palmito com poucos i",PI
25605,"Parque Estadual Intervales-trilha saindo 500, antes da sede do nucleo Barra Grande em direcao a E.E Xitue Floresta Ombrofila Densa Montana vegetacao conservada com escorregamentos naturais e cin",PI
25606,"Parque Estadual Intervales-trilha saindo 500, antes da sede do nucleo Barra Grande em direcao a E.E Xitue.Floresta Ombrofila Densa Montana vegetacao conservada com escorregamentos naturais e cin",PI
25607,"Parque Estadual Intervales, 550 m altitude, Nucleo Bulha D'Agua, trilha da Caverna do Sr. Bento. 24°20' 18,2"""""""" S, 48°29'58,14"""""""" W",PI
25608,"Parque Estadual Intervales, Arredores da Base Saibadela",PI
25609,"Parque Estadual Intervales, Base Guapiruvu, prox. ao rio Guapiruvu, baixada",PI
25610,"Parque Estadual Intervales, Base Saibadela",PI
25611,"Parque Estadual Intervales, Base Saibadela, trilha Azul, apos o ponto 17",PI
25612,"Parque Estadual Intervales, Base Saibadela, trilha Azul, mata, Colecao SAibadela 135",PI
25613,"Parque Estadual Intervales, Base Saibadela, trilha Azul, para frente do ponto 14, ambiente sombreado",PI
25614,"Parque Estadual Intervales, Base Saibadela, trilha Azul, para frente do Ponto 5, ambiente sombreado",PI
25615,"Parque Estadual Intervales, Base Saibadela, Trilha Azul, Ponto 11",PI
25616,"Parque Estadual Intervales, Base Saibadela, trilha da Baixada, mata",PI
25617,"Parque Estadual Intervales, Base Saibadela, trilha da Serra, Colecao Saibadela 526",PI
25618,"Parque Estadual Intervales, Base Saibadela, trilha do Acampamento",PI
25619,"Parque Estadual Intervales, Base Saibadela, trilha do cano",PI
25620,"Parque Estadual Intervales, Base Saibadela, trilha do Quilombo, apos o ponto 6, ambiente sombreado",PI
25621,"Parque Estadual Intervales, Base saibadela, trilha do Quilombo, Colecao Saibadela 1226",PI
25622,"Parque Estadual Intervales, Base Saibadela, trilha do Quilombo, Colecao Saibadela 429",PI
25623,"Parque Estadual Intervales, Base Saibadela, trilha do Quilombo, Colecao Saibadela, 818",PI
25624,"Parque Estadual Intervales, Base Saibadela, trilha do Quilombo, para frente do ponto 3",PI
25625,"Parque Estadual Intervales, Base Saibadela, trilha do Rio",PI
25626,"Parque Estadual Intervales, Base Saibadela, trilha do Rio , mata, Colecao Saibadela 109",PI
25627,"Parque Estadual Intervales, Base Saibadela, trilha do Rio, Colecao SAibadela 845",PI
25628,"Parque Estadual Intervales, Base Saibadela, trilha do Rio, proximo do ponto 21, Colecao Saibadela 192",PI
